district,upazilla,jute,pdsi,pdsi_class,aet,aet_class,vap,vap_class,srad,srad_class,soil_moisture,soil_moisture_class,pet,pet_class,def,def_class,vs,vs_class,vpd,vpd_class,pr,pr_class,ro,ro_class,aspect,aspect_class,slope,slope_class,drainage_density,drainage_class,soil_type,soil_type_class,elevation,elevation_class
MUNSHIGANJ,Gazaria,moderately suitable,-1.112184,incipient dry spell,90.84247,very high,2.66996,high,208.94195,high,152.033023,low,111.84076,moderate,20.999639,low,1.2491,low,0.863006,low,155.662363,low,64.186424,very low,177.647139,moderate,2.437924,very low,0.477693,moderate,4.09375,Be,7.471142,very low
MUNSHIGANJ,Lohajang,moderately suitable,-0.674773,near normal,91.298369,very high,2.674816,high,208.116638,moderate,152.239888,low,110.915217,moderate,19.61719,low,1.140635,low,0.858035,low,152.061417,low,60.136468,very low,173.447109,moderate,1.303976,very low,0.422115,moderate,7.75,Nd,7.85528,very low
MUNSHIGANJ,Munshiganj,suitable,-0.91489,near normal,91.128765,very high,2.682462,high,208.443485,moderate,154.262462,low,111.507318,moderate,20.379268,low,1.290455,low,0.835159,low,154.101768,low,62.344444,very low,173.799588,moderate,1.410031,very low,0.457407,moderate,5.372093,Ao,8.475287,very low
MUNSHIGANJ,Serajdikhan,suitable,-0.754973,near normal,91.468805,very high,2.660253,high,208.110689,moderate,151.49158,low,110.843496,moderate,19.374892,low,1.152814,low,0.868935,low,151.908605,low,59.82736,very low,172.26365,moderate,1.660723,very low,0.560544,moderate,4.0,Be,7.294668,very low
MUNSHIGANJ,Srinagor,moderately suitable,-0.619218,near normal,91.432227,very high,2.662963,high,208.093527,moderate,149.83754,low,110.77753,moderate,19.345686,very low,1.089823,very low,0.883563,low,150.541796,low,58.498144,very low,174.021814,moderate,1.588443,very low,0.47522,moderate,6.235294,WR,7.637009,very low
MUNSHIGANJ,Tungibari,moderately suitable,-0.825966,near normal,91.270859,very high,2.680894,high,208.27767,moderate,154.407829,low,111.13198,moderate,19.86272,low,1.248762,low,0.830006,low,153.546411,low,61.659722,very low,173.729089,moderate,1.665574,very low,0.438405,moderate,5.2,Ao,8.820155,very low
MYMENSINGH,Bhaluka,not suitable,-2.04284,mild drought,85.930595,moderate,2.63958,high,208.303273,moderate,129.722192,very low,109.256454,low,23.326892,low,1.037342,very low,0.84602,low,142.793651,very low,56.791523,very low,174.158755,moderate,2.109504,very low,0.384842,low,8.0,Jc,10.482179,very low
MYMENSINGH,Dhubarua,suitable,-1.83593,incipient dry spell,87.025016,moderate,2.639274,high,205.403138,moderate,181.418514,moderate,107.313013,low,20.287028,low,1.036079,very low,0.818532,low,169.275303,low,82.237623,low,175.447145,moderate,1.994646,very low,0.369111,low,4.060606,Be,5.413838,very low
MYMENSINGH,Phulbari (Mymensingh),very suitable,-1.894424,incipient dry spell,85.480784,moderate,2.643976,high,208.262141,moderate,138.451898,low,109.256593,low,23.775404,low,1.069019,very low,0.827596,low,143.134164,very low,57.608594,very low,173.509585,moderate,1.884311,very low,0.433158,moderate,6.96,WR,8.062169,very low
MYMENSINGH,Gafargaon,suitable,-2.238027,mild drought,85.900112,moderate,2.635434,high,208.306585,moderate,125.983876,very low,109.178677,low,23.278376,low,1.020966,very low,0.853637,low,150.34523,low,64.345956,very low,174.121849,moderate,1.967863,very low,0.371435,low,6.040816,WR,11.699187,very low
MYMENSINGH,Gouripur,suitable,-2.077758,mild drought,86.276955,moderate,2.644152,high,207.696139,moderate,145.367091,low,108.548334,low,22.27023,low,1.004007,very low,0.83225,low,163.370901,low,77.076788,low,173.146958,moderate,2.037251,very low,0.383292,low,4.0,Be,9.172905,very low
MYMENSINGH,Haluaghat,suitable,-1.587558,incipient dry spell,86.970387,moderate,2.63521,high,205.248981,moderate,185.224571,moderate,107.476561,low,20.505369,low,1.066003,very low,0.81733,low,165.468365,low,78.500954,low,175.845727,moderate,1.980633,very low,0.364879,low,4.0,Be,4.012361,very low
MYMENSINGH,Iswarganj,suitable,-2.192099,mild drought,85.823909,moderate,2.641332,high,207.975614,moderate,135.548242,very low,108.67489,low,22.850845,low,0.994341,very low,0.836514,low,159.350807,low,73.500083,low,173.9267,moderate,1.925328,very low,0.381187,low,4.0,Be,10.998105,very low
MYMENSINGH,Mymensingh,suitable,-1.85319,incipient dry spell,86.32305,moderate,2.6429,high,207.772039,moderate,155.241088,low,108.942318,low,22.619528,low,1.046898,very low,0.834162,low,154.050661,low,67.691666,low,173.142093,moderate,1.907509,very low,0.398703,low,4.0,Be,7.953702,very low
MYMENSINGH,Muktagacha,very suitable,-1.746703,incipient dry spell,86.04433,moderate,2.642555,high,207.580299,moderate,155.18155,low,109.044061,low,23.000557,low,1.091607,very low,0.820964,low,147.283821,low,61.200168,very low,174.275013,moderate,1.826755,very low,0.421021,moderate,5.692308,Ao,8.052476,very low
MYMENSINGH,Nandail,very suitable,-2.379403,mild drought,85.665808,moderate,2.63818,high,207.80797,moderate,125.792894,very low,108.789067,low,23.123083,low,0.997402,very low,0.846792,low,158.966275,low,73.242645,low,173.683263,moderate,1.949179,very low,0.37329,low,4.0,Be,11.432217,very low
MYMENSINGH,Phulpur,suitable,-1.858079,incipient dry spell,86.960237,moderate,2.642708,high,206.92717,moderate,170.667681,low,108.476214,low,21.516054,low,1.047969,very low,0.831137,low,160.800679,low,73.819126,low,174.436596,moderate,1.956243,very low,0.427048,moderate,4.0,Be,5.488991,very low
MYMENSINGH,Trisal,suitable,-2.040472,mild drought,85.473191,moderate,2.642812,high,208.488031,moderate,131.27239,very low,109.309222,low,23.835136,low,1.034836,very low,0.843756,low,148.698543,low,63.190764,very low,174.440383,moderate,1.892045,very low,0.426239,moderate,4.722892,Be,9.066256,very low
NARAYANGANJ,Araihazar,suitable,-1.359089,incipient dry spell,90.104042,very high,2.639308,high,208.733903,high,146.928159,low,110.756367,moderate,20.652306,low,1.098465,very low,0.881601,low,154.443179,low,63.719564,very low,176.543986,moderate,1.460042,very low,0.489802,moderate,4.425532,Be,8.516416,very low
NARAYANGANJ,Sonargaon,suitable,-1.134277,incipient dry spell,90.940765,very high,2.649944,high,208.700019,high,150.473274,low,111.34275,moderate,20.402408,low,1.163233,low,0.883134,low,154.843596,low,63.298843,very low,174.868476,moderate,1.636014,very low,0.558895,moderate,4.292683,Be,7.832153,very low
NARAYANGANJ,Bandar,not suitable,-1.012045,incipient dry spell,91.268567,very high,2.655301,high,208.142053,moderate,152.046918,low,111.406089,moderate,20.137827,low,1.193219,low,0.886011,low,154.80535,low,62.904003,very low,172.910867,moderate,1.780826,very low,0.593613,moderate,4.0,Be,7.941846,very low
NARAYANGANJ,Narayanganj,not suitable,-0.928085,near normal,91.069688,very high,2.657547,high,207.321897,moderate,152.874013,low,110.762284,moderate,19.691701,low,1.142987,low,0.888533,low,154.113865,low,62.420683,very low,175.073373,moderate,1.789599,very low,0.589893,moderate,4.0,Be,7.943278,very low
NARAYANGANJ,Rupganj,moderately suitable,-1.283159,incipient dry spell,90.494281,very high,2.636328,high,208.245449,moderate,149.247905,low,110.741999,moderate,20.245733,low,1.108383,very low,0.896737,low,151.832733,low,60.737766,very low,175.35669,moderate,1.956565,very low,0.468374,moderate,8.0,Jc,8.69622,very low
NARSINGDI,Belabo,suitable,-2.227599,mild drought,86.886135,moderate,2.619242,high,207.889614,moderate,130.595257,very low,108.610636,low,21.726056,low,0.978856,very low,0.864481,low,152.868552,low,65.418333,low,171.486292,moderate,1.870608,very low,0.460255,moderate,7.0,Nd,8.190858,very low
NARSINGDI,Monohardi,suitable,-2.234616,mild drought,86.877547,moderate,2.623889,high,207.984421,moderate,132.225106,very low,108.907773,low,22.029742,low,1.014632,very low,0.854108,low,152.159627,low,64.857365,very low,173.627526,moderate,1.780558,very low,0.388162,low,5.652174,Ao,10.751516,very low
NARSINGDI,Narsingdi,suitable,-1.593045,incipient dry spell,89.081402,high,2.631249,high,208.43338,moderate,142.285329,low,110.077749,moderate,20.996206,low,1.048008,very low,0.882488,low,152.883628,low,63.159338,very low,174.108216,moderate,1.509705,very low,0.40133,low,4.571429,Be,9.951623,very low
NARSINGDI,Palash,suitable,-1.68897,incipient dry spell,88.742644,high,2.628284,high,208.157976,moderate,141.802032,low,109.741227,moderate,20.9996,low,1.05828,very low,0.873244,low,151.563166,low,62.209936,very low,175.488313,moderate,1.876825,very low,0.373815,low,6.909091,WR,10.705524,very low
NARSINGDI,Raipur (Narsingdi),suitable,-1.907622,incipient dry spell,87.515824,high,2.622226,high,208.208468,moderate,132.757827,very low,109.160328,low,21.644645,low,0.981069,very low,0.878902,low,152.104874,low,63.921336,very low,175.672041,moderate,1.819676,very low,0.446796,moderate,4.15,Be,8.832698,very low
NARSINGDI,Shibpur,suitable,-1.912337,incipient dry spell,87.537936,high,2.623254,high,208.080031,moderate,135.850241,very low,108.975425,low,21.437551,low,1.011628,very low,0.857378,low,152.422555,low,64.292777,very low,173.686821,moderate,2.030558,very low,0.408629,moderate,5.473684,Ao,10.340825,very low
NETRAKONA,Atpara,suitable,-2.252348,mild drought,86.930933,moderate,2.63941,high,206.85676,moderate,133.447098,very low,108.399246,low,21.468329,low,0.999904,very low,0.859129,low,178.100789,low,91.107287,low,172.928787,moderate,1.845979,very low,0.390269,low,4.0,Be,6.998559,very low
NETRAKONA,Barhatta,very suitable,-2.209974,mild drought,86.781509,moderate,2.640268,high,206.188453,moderate,136.752516,very low,107.827715,low,21.045122,low,0.990375,very low,0.849974,low,181.49891,low,94.654958,low,174.241177,moderate,1.860866,very low,0.370354,low,4.0,Be,6.017907,very low
NETRAKONA,Durgapur (Netrokona),suitable,-2.032626,mild drought,86.597173,moderate,2.640594,high,205.245038,moderate,164.106789,low,107.109811,low,20.51221,low,1.0048,very low,0.823694,low,174.628907,low,87.995095,low,175.490626,moderate,2.2656,very low,0.353718,low,4.929577,Be,7.591848,very low
NETRAKONA,Khaliajhuri,not suitable,-2.333103,mild drought,86.503316,moderate,2.629173,high,205.214901,moderate,120.841979,very low,107.24563,low,20.742325,low,0.933753,very low,0.869312,low,185.137632,low,98.404682,low,173.743244,moderate,1.338529,very low,0.429774,moderate,4.0,Be,3.253977,very low
NETRAKONA,Kalmakanda,not suitable,-2.124207,mild drought,86.499625,moderate,2.638726,high,205.138708,moderate,144.927582,low,107.06976,low,20.569428,low,0.991215,very low,0.835518,low,181.313209,low,94.744985,low,173.811353,moderate,1.830751,very low,0.298554,low,5.022727,Ao,8.028041,very low
NETRAKONA,Kendua,very suitable,-2.345881,mild drought,86.45874,moderate,2.639921,high,207.323447,moderate,132.477394,very low,108.569453,low,22.11032,low,0.988614,very low,0.853074,low,169.439914,low,82.909907,low,173.101789,moderate,1.935559,very low,0.389825,low,4.0,Be,9.3062,very low
NETRAKONA,Madan,not suitable,-2.404023,mild drought,86.791152,moderate,2.634238,high,206.236942,moderate,127.073884,very low,108.247788,low,21.456109,low,0.975144,very low,0.877166,low,176.586471,low,89.659483,low,173.136803,moderate,1.497417,very low,0.423928,moderate,4.0,Be,7.274372,very low
NETRAKONA,Mohanganj,not suitable,-2.287423,mild drought,87.012934,moderate,2.634111,high,205.480367,moderate,125.481705,very low,107.873157,low,20.860145,low,0.96801,very low,0.879464,low,187.239283,low,100.09692,low,172.847209,moderate,1.489839,very low,0.391366,low,4.0,Be,4.361756,very low
NETRAKONA,Netrokona,very suitable,-2.164257,mild drought,86.504577,moderate,2.645282,high,206.55721,moderate,148.018515,low,107.976038,low,21.471361,low,0.994889,very low,0.837156,low,173.33877,low,86.827698,low,174.264783,moderate,2.048093,very low,0.434349,moderate,4.0,Be,5.906121,very low
NETRAKONA,Purbadhala,suitable,-2.027526,mild drought,86.884028,moderate,2.645193,high,206.607763,moderate,165.701996,low,108.037491,low,21.153391,low,1.01732,very low,0.829917,low,168.367172,low,81.479112,low,175.071899,moderate,2.116802,very low,0.484769,moderate,4.0,Be,4.781004,very low
RAJBARI,Baliakandi,very suitable,-0.73394,near normal,87.839349,high,2.650636,high,207.236984,moderate,122.890806,very low,111.652355,moderate,23.812258,low,1.146808,low,0.940246,moderate,127.854192,very low,39.779647,very low,173.535126,moderate,1.783147,very low,0.344084,low,10.409836,Gc,7.784381,very low
RAJBARI,Goalanda,marginally suitable,-1.000424,incipient dry spell,88.380568,high,2.645887,high,207.131662,moderate,132.061657,very low,110.844211,moderate,22.463899,low,1.082843,very low,0.923526,moderate,128.617195,very low,39.915123,very low,173.140601,moderate,1.873432,very low,0.374027,low,8.028571,Jc,8.215523,very low
RAJBARI,Pangsa,suitable,-0.943147,near normal,87.101708,moderate,2.63979,high,207.773714,moderate,123.182935,very low,112.16406,moderate,25.062537,moderate,1.153248,low,0.950536,moderate,121.64852,very low,34.412157,very low,173.775769,moderate,1.804465,very low,0.344712,low,9.581197,Bd,8.184781,very low
RAJBARI,Rajbari,suitable,-0.867154,near normal,88.232203,high,2.647139,high,206.968876,moderate,128.650894,very low,111.159442,moderate,22.927163,low,1.14504,low,0.922854,moderate,128.543733,very low,40.023133,very low,174.250967,moderate,1.936925,very low,0.383082,low,9.089552,Bd,7.895447,very low
SHARIATPUR,Bhedarganj,moderately suitable,-0.854433,near normal,91.942348,very high,2.736643,very high,208.103225,moderate,161.870579,low,114.21995,high,22.277318,low,1.672877,moderate,0.821346,low,150.485427,low,57.870501,very low,175.894666,moderate,1.993151,very low,0.384541,low,7.805556,Nd,7.896593,very low
SHARIATPUR,Damudya,suitable,-0.822978,near normal,92.435613,very high,2.740237,very high,207.667365,moderate,163.10766,low,114.665237,high,22.226611,low,1.663625,moderate,0.847564,low,149.921387,low,56.882917,very low,175.901519,moderate,2.228734,very low,0.376388,low,10.8,Gc,8.724354,very low
SHARIATPUR,Goshairhat,suitable,-0.857269,near normal,92.214478,very high,2.760437,very high,207.659758,moderate,164.883701,low,114.974681,high,22.759541,low,1.80973,high,0.818766,low,148.894512,low,56.043816,very low,176.708602,moderate,2.264812,very low,0.315948,low,9.536585,Bd,7.193607,very low
SHARIATPUR,Naria,suitable,-0.782151,near normal,91.942456,very high,2.707562,high,207.998121,moderate,158.702088,low,113.014816,moderate,21.072894,low,1.448895,moderate,0.845682,low,151.358162,low,58.804109,very low,175.090949,moderate,1.396121,very low,0.376765,low,8.701493,Jc,9.93739,very low
SHARIATPUR,Shariatpur,suitable,-0.750369,near normal,92.51112,very high,2.711144,high,207.370074,moderate,157.875726,low,113.564699,high,21.054367,low,1.453701,moderate,0.877796,low,150.461986,low,57.357961,very low,173.943272,moderate,1.898312,very low,0.45531,moderate,11.0,Gd,8.770712,very low
SHARIATPUR,Janjira,not suitable,-0.663112,near normal,91.581618,very high,2.68473,high,207.132151,moderate,153.91528,low,111.443731,moderate,19.863262,low,1.265899,low,0.867317,low,151.049527,low,58.839791,very low,170.42229,moderate,1.232552,very low,0.381835,low,8.848485,Jc,8.492902,very low
SHERPUR,Jhenaigati,suitable,-1.056249,incipient dry spell,86.817649,moderate,2.627289,high,204.291277,moderate,187.708819,moderate,106.991116,low,20.173676,low,1.088197,very low,0.806521,very low,164.979907,low,78.177954,low,178.23097,moderate,2.339121,very low,0.281092,low,4.0,Be,15.604556,very low
SHERPUR,Nakla,suitable,-1.55864,incipient dry spell,87.069392,moderate,2.639935,high,205.924141,moderate,179.073995,moderate,108.462387,low,21.394072,low,1.093509,very low,0.832796,low,155.681031,low,68.616124,low,173.693229,moderate,1.729005,very low,0.407776,moderate,4.0,Be,5.260727,very low
SHERPUR,Nalitabari,suitable,-1.292101,incipient dry spell,86.853692,moderate,2.631409,high,204.845111,moderate,186.157482,moderate,107.381146,low,20.527566,low,1.080444,very low,0.814591,low,163.606264,low,76.77597,low,175.97067,moderate,2.200943,very low,0.32753,low,4.0,Be,9.427986,very low
SHERPUR,Sherpur (Sherpur),suitable,-1.238802,incipient dry spell,86.949745,moderate,2.639581,high,205.247438,moderate,180.451631,moderate,108.129884,low,21.180031,low,1.106566,very low,0.822812,low,153.027387,low,66.09126,low,173.601462,moderate,1.830164,very low,0.408342,moderate,4.0,Be,7.45477,very low
SHERPUR,Sribardi,suitable,-0.994326,near normal,86.726112,moderate,2.631092,high,204.315623,moderate,181.580011,moderate,107.473304,low,20.746605,low,1.114312,very low,0.812041,very low,161.231433,low,74.522352,low,175.688733,moderate,2.406494,very low,0.360427,low,4.0,Be,12.394502,very low
TANGAIL,Basail,suitable,-1.819156,incipient dry spell,86.473223,moderate,2.651217,high,207.957072,moderate,134.692385,very low,109.552995,moderate,23.079628,low,1.086087,very low,0.835644,low,127.735317,very low,41.102539,very low,175.269205,moderate,2.228162,very low,0.439541,moderate,4.0,Be,8.191877,very low
TANGAIL,Bhuanpur,suitable,-1.449847,incipient dry spell,84.337387,low,2.649562,high,207.812015,moderate,127.322742,very low,110.259696,moderate,25.92303,moderate,1.108035,very low,0.868298,low,125.006379,very low,40.632613,very low,175.918169,moderate,2.161556,very low,0.455929,moderate,5.166667,Ao,9.502923,very low
TANGAIL,Delduar,suitable,-1.576609,incipient dry spell,87.055017,moderate,2.649313,high,207.752207,moderate,133.622573,very low,109.670799,moderate,22.615872,low,1.110462,very low,0.843885,low,125.560808,very low,38.298024,very low,174.04464,moderate,2.070645,very low,0.637685,high,3.790698,Ge,8.169279,very low
TANGAIL,Ghatail,suitable,-1.837358,incipient dry spell,85.151119,moderate,2.646142,high,207.968598,moderate,134.603872,very low,109.417446,low,24.266301,moderate,1.09127,very low,0.828504,low,132.207085,very low,46.990768,very low,174.576822,moderate,2.210788,very low,0.541198,moderate,5.535714,Ao,9.911104,very low
TANGAIL,Gopalpur,suitable,-1.46663,incipient dry spell,84.725075,moderate,2.647623,high,207.697197,moderate,137.117947,low,109.865353,moderate,25.140094,moderate,1.136307,very low,0.836604,low,130.385921,very low,45.608927,very low,175.257048,moderate,2.128548,very low,0.590273,moderate,4.055556,Be,8.510029,very low
TANGAIL,Kalihati,suitable,-1.745646,incipient dry spell,85.294285,moderate,2.651415,high,208.001747,moderate,131.551122,very low,109.866832,moderate,24.572594,moderate,1.114898,very low,0.839597,low,125.666625,very low,40.232312,very low,174.727161,moderate,2.027705,very low,0.380879,low,4.0,Be,8.594418,very low
TANGAIL,Madhupur,marginally suitable,-1.596407,incipient dry spell,85.435237,moderate,2.643513,high,207.448702,moderate,148.678449,low,109.124434,low,23.689945,low,1.108711,very low,0.81881,low,138.2718,very low,52.805213,very low,173.70947,moderate,1.78264,very low,0.499882,moderate,5.9375,Ao,9.880868,very low
TANGAIL,Mirzapur,very suitable,-1.569322,incipient dry spell,87.662849,high,2.644723,high,207.971308,moderate,138.218041,low,109.541126,low,21.878161,low,1.076229,very low,0.842599,low,132.477827,very low,44.603001,very low,175.159774,moderate,2.433012,very low,0.571308,moderate,4.977778,Be,9.103734,very low
TANGAIL,Nagarpur,suitable,-1.439334,incipient dry spell,87.64956,high,2.647407,high,207.640519,moderate,133.117172,very low,110.176998,moderate,22.527122,low,1.12111,very low,0.867331,low,124.72294,very low,36.829746,very low,175.297319,moderate,2.026107,very low,0.650782,high,4.476923,Be,8.252371,very low
TANGAIL,Shakhipur,marginally suitable,-1.943215,incipient dry spell,86.232741,moderate,2.641716,high,208.099648,moderate,134.922591,very low,109.123856,low,22.890739,low,1.072412,very low,0.826183,low,135.042236,very low,48.669365,very low,175.484766,moderate,2.385144,very low,0.364436,low,6.981818,WR,10.387656,very low
TANGAIL,Tangail,suitable,-1.658602,incipient dry spell,85.755307,moderate,2.652141,high,207.853689,moderate,129.340949,very low,109.948718,moderate,24.192649,moderate,1.133217,very low,0.845196,low,122.930354,very low,36.9843,very low,175.511337,moderate,2.057615,very low,0.382009,low,4.24,Be,8.576346,very low
BAGERHAT,Bagerhat,moderately suitable,-0.456419,near normal,91.984432,very high,2.817478,very high,206.233781,moderate,153.065419,low,116.691964,high,24.707311,moderate,1.993622,high,0.84216,low,141.942068,very low,49.67637,very low,172.997674,moderate,1.654837,very low,0.373455,low,5.449275,Ao,8.189315,very low
BAGERHAT,Chitalmari,suitable,-0.602763,near normal,91.949208,very high,2.78156,very high,206.445838,moderate,150.473424,low,115.898593,high,23.948999,moderate,1.72233,high,0.886254,low,143.708605,very low,51.441919,very low,174.26895,moderate,1.489725,very low,0.424393,moderate,7.611111,Nd,7.47897,very low
BAGERHAT,Fakirhat,moderately suitable,-0.423781,near normal,91.447533,very high,2.801631,very high,205.864485,moderate,146.883523,low,116.660998,high,25.213082,moderate,1.899426,high,0.872159,low,139.518,very low,47.807108,very low,174.534276,moderate,1.834337,very low,0.370056,low,5.578947,Ao,8.090769,very low
BAGERHAT,Kachua (Bagerhat),suitable,-0.466582,near normal,92.224302,very high,2.809027,very high,206.56016,moderate,160.78788,low,116.125184,high,23.900754,moderate,1.926938,high,0.835559,low,148.195416,low,55.682493,very low,174.246609,moderate,1.759005,very low,0.33835,low,4.0,Be,7.637962,very low
BAGERHAT,Mollahat,not suitable,-0.61119,near normal,91.448663,very high,2.768648,very high,206.111001,moderate,141.708268,low,115.597576,high,24.14809,moderate,1.645451,moderate,0.90562,moderate,140.050401,very low,48.286754,very low,173.953857,moderate,1.555492,very low,0.476624,moderate,14.0,Jt,7.140683,very low
BAGERHAT,Mongla,marginally suitable,0.101439,near normal,90.778955,very high,2.839049,very high,205.875511,moderate,189.833394,moderate,115.463581,high,24.685056,moderate,2.11043,very high,0.786994,very low,162.881932,low,71.710107,low,175.912225,moderate,1.793843,very low,0.172064,very low,12.334471,Af,7.848568,very low
BAGERHAT,Morrelganj,moderately suitable,-0.22214,near normal,92.192077,very high,2.826456,very high,206.294425,moderate,170.664379,low,116.281818,high,24.089317,moderate,2.017059,very high,0.821511,low,155.216527,low,62.733351,very low,173.926069,moderate,1.665555,very low,0.274938,low,4.0,Be,8.281987,very low
BAGERHAT,Rampal,moderately suitable,-0.210645,near normal,91.533343,very high,2.825945,very high,206.343272,moderate,158.142562,low,116.536125,high,25.002564,moderate,1.92625,high,0.839638,low,144.322967,very low,52.507439,very low,174.218273,moderate,1.360076,very low,0.373269,low,4.0,Be,7.625491,very low
BAGERHAT,Sarankhola,moderately suitable,-0.012633,near normal,89.736308,high,2.837069,very high,206.61084,moderate,179.758971,moderate,115.236501,high,25.499759,moderate,2.071866,very high,0.783182,very low,171.32964,low,81.204087,low,176.3762,moderate,1.941017,very low,0.105668,very low,12.289855,Af,8.632332,very low
CHUADANGA,Alamdanga,suitable,-0.921057,near normal,86.251353,moderate,2.612347,high,208.498997,moderate,130.682231,very low,115.014103,high,28.762689,high,1.222567,low,1.057186,high,112.958222,very low,26.726185,very low,175.136146,moderate,1.778484,very low,0.41234,moderate,11.0,Gd,8.295588,very low
CHUADANGA,Chuadanga,very suitable,-0.77605,near normal,86.135903,moderate,2.624047,high,208.324541,moderate,128.475158,very low,115.347741,high,29.211241,high,1.209544,low,1.076065,very high,113.848247,very low,27.75641,very low,174.117097,moderate,1.714292,very low,0.402769,low,11.0,Gd,7.443353,very low
CHUADANGA,Damurhuda,suitable,-0.799918,near normal,85.065918,moderate,2.61346,high,208.782209,high,131.849957,very low,115.853851,high,30.787946,high,1.198081,low,1.104566,very high,110.891205,very low,25.877104,very low,174.448122,moderate,1.672311,very low,0.292227,low,11.0,Gd,7.987775,very low
CHUADANGA,Jibannagar,suitable,-0.551412,near normal,86.149121,moderate,2.638405,high,208.082378,moderate,131.245611,very low,115.028512,high,28.880575,high,1.206887,low,1.056487,high,116.265368,very low,30.196245,very low,174.807801,moderate,1.672061,very low,0.315194,low,11.0,Gd,6.919362,very low
JESSORE,Abhaynagar,suitable,-0.309706,near normal,90.272866,very high,2.743388,very high,206.478938,moderate,128.998933,very low,115.225748,high,24.953294,moderate,1.490904,moderate,0.94068,moderate,133.821339,very low,43.336857,very low,174.466518,moderate,1.851499,very low,0.372862,low,12.271186,Af,7.22298,very low
JESSORE,Bagherpara,suitable,-0.388682,near normal,89.302181,high,2.694049,high,207.251293,moderate,125.989836,very low,113.459517,moderate,24.157688,moderate,1.240217,low,0.96383,moderate,130.463009,very low,41.023522,very low,174.537478,moderate,1.907192,very low,0.49322,moderate,11.092308,Gd,6.579824,very low
JESSORE,Chougachha,suitable,-0.36852,near normal,87.515403,high,2.672147,high,207.45897,moderate,134.729364,very low,114.339086,high,26.823852,moderate,1.219371,low,1.020783,high,124.155723,very low,36.612289,very low,174.185802,moderate,1.657514,very low,0.369969,low,11.0,Gd,6.296507,very low
JESSORE,Jhikargacha,moderately suitable,-0.017073,near normal,88.436934,high,2.704833,high,206.446602,moderate,142.750068,low,114.800564,high,26.362791,moderate,1.341667,low,0.992207,high,129.586532,very low,41.115783,very low,174.153759,moderate,1.686434,very low,0.348488,low,11.0,Gd,8.025211,very low
JESSORE,Keshabpur,suitable,-0.006512,near normal,90.08452,very high,2.759036,very high,205.510018,moderate,139.933994,low,116.350088,high,26.265676,moderate,1.631177,moderate,0.942045,moderate,133.615143,very low,43.410014,very low,173.221955,moderate,1.679716,very low,0.394421,low,11.661765,Gd,6.486575,very low
JESSORE,Jessore,suitable,-0.309863,near normal,89.067787,high,2.693592,high,207.239236,moderate,131.503606,very low,114.052425,high,24.984112,moderate,1.26009,low,0.988745,high,128.583992,very low,39.391044,very low,175.020778,moderate,1.893862,very low,0.465095,moderate,11.0,Gd,6.787115,very low
JESSORE,Manirampur,moderately suitable,-0.091956,near normal,89.613955,high,2.727393,very high,206.360045,moderate,137.562526,low,115.083838,high,25.470076,moderate,1.410463,low,0.966933,moderate,132.246571,very low,42.51415,very low,174.197565,moderate,1.834636,very low,0.365422,low,11.364486,Gd,7.535815,very low
JESSORE,Sarsha,moderately suitable,0.095894,near normal,87.754502,high,2.713863,high,205.979794,moderate,148.084115,low,115.53551,high,27.779907,moderate,1.419328,low,0.993857,high,129.59057,very low,41.861461,very low,173.866464,moderate,1.65252,very low,0.221608,low,11.0,Gd,6.373879,very low
JHENAIDAH,Harinakundu,suitable,-0.794357,near normal,86.878268,moderate,2.631767,high,208.070419,moderate,125.686395,very low,114.247409,high,27.36918,moderate,1.208328,low,1.025466,high,116.058592,very low,29.199955,very low,175.273611,moderate,1.904925,very low,0.427665,moderate,11.0,Gd,7.555578,very low
JHENAIDAH,Jhenaidah,suitable,-0.553323,near normal,87.182253,moderate,2.648614,high,207.878262,moderate,121.712942,very low,113.885444,high,26.702812,moderate,1.182418,low,1.01712,high,120.273711,very low,33.042469,very low,174.348504,moderate,1.790373,very low,0.39141,low,11.0,Gd,7.391849,very low
JHENAIDAH,Kaliganj (Jhenaidaha),suitable,-0.456957,near normal,87.860639,high,2.663295,high,207.71754,moderate,125.780379,very low,113.862812,high,26.002113,moderate,1.184612,low,1.011569,high,122.856086,very low,34.93942,very low,173.842521,moderate,1.754467,very low,0.401345,low,11.0,Gd,7.748214,very low
JHENAIDAH,Kotchandpur,suitable,-0.547312,near normal,86.938088,moderate,2.646958,high,207.987869,moderate,125.782875,very low,114.625629,high,27.689149,moderate,1.206799,low,1.033736,high,118.626908,very low,31.712988,very low,173.234911,moderate,1.687546,very low,0.392053,low,11.0,Gd,7.070375,very low
JHENAIDAH,Moheshpur,moderately suitable,-0.324744,near normal,86.324814,moderate,2.655911,high,207.667875,moderate,138.110112,low,114.895182,high,28.570033,high,1.220618,low,1.047664,high,120.752557,very low,34.495596,very low,174.241345,moderate,1.697791,very low,0.283257,low,11.0,Gd,5.47523,very low
JHENAIDAH,Shailkupa,suitable,-0.773289,near normal,87.207906,high,2.639374,high,207.937138,moderate,123.368537,very low,113.248097,moderate,26.041069,moderate,1.197015,low,0.979826,moderate,119.835544,very low,32.569513,very low,174.349809,moderate,1.843336,very low,0.378596,low,11.0,Gd,8.149843,very low
